foundation_names,rating,verified_purchase,time_ago,shade,shade_depth,undertone,skin_type,skin_tone,eye_color,review_body,days_ago,clean_review_body
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,5.0,No,16 d ago,,,,Combination,Fair,Hazel,"for very light cool skin with a pink hue Shade purchased--Light 20 Cool I purchased this as an alternative to my usual drug store brand cream-based foundation. My skin can get shiny throughout the day, but I do have some dry patches as well. I haven't used a powder foundation in years. Well, I have been wearing it daily since I got it! It is so light on my skin, but provides medium coverage, and evens out my skin tone (I do have slight redness in some areas). It looks natural, and while it is matte, it is not at all chalky or dry. I have only ever applied it dry. I have definitely found my new favorite foundation! Read more",16.0,for very light cool skin with a pink hue shade purchased light cool i purchased this as an alternative to my usual drug store brand cream based foundation my skin can get shiny throughout the day but i do have some dry patches as well i haven t used a powder foundation in years well i have been wearing it daily since i got it it is so light on my skin but provides medium coverage and evens out my skin tone i do have slight redness in some areas it looks natural and while it is matte it is not at all chalky or dry i have only ever applied it dry i have definitely found my new favorite foundation read more
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,5.0,Yes,17 d ago,,,,Combination,Fair,Green,for fair neutral skin with a subtle pink hue My skin loved this. I dont need a lot of coverage and just use over a tinted moisturizer or sunscreen. doesnt sit into lines or dry out my skin. Hopefully they don't change the formula like they did the loose powder,17.0,for fair neutral skin with a subtle pink hue my skin loved this i dont need a lot of coverage and just use over a tinted moisturizer or sunscreen doesnt sit into lines or dry out my skin hopefully they don t change the formula like they did the loose powder
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,1.0,Yes,26 d ago,,,,Normal,Light,Brown,for very fair neutral skin with a peach hue Extremely dry and chalky. Would clump when I wet the sponge. Did not have good coverage. I returned the next day.,26.0,for very fair neutral skin with a peach hue extremely dry and chalky would clump when i wet the sponge did not have good coverage i returned the next day
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,1.0,Yes,,,,,Sensitive,Deep,Brown,"for dark neutral skin with a subtle golden hue This is the most horrible foundation ever , this colour matching is such a lie please do not waste your money I wasted my money , thank God I was able to return this , they need to throw these in the garbage or reformulate this product",,for dark neutral skin with a subtle golden hue this is the most horrible foundation ever this colour matching is such a lie please do not waste your money i wasted my money thank god i was able to return this they need to throw these in the garbage or reformulate this product
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,2.0,Yes,,,,,,,,"for very light neutral skin with a subtle yellow hue It’s alright, I feel like you can’t truly use this on its own. The coverage payoff just isn’t there.",,for very light neutral skin with a subtle yellow hue it s alright i feel like you can t truly use this on its own the coverage payoff just isn t there
bareMinerals BAREPRO 24HR Skin-Perfecting Powder Foundation,5.0,No,,,,,Combination,Light,Brown,for very light cool skin with a subtle peach Thank you bare minerals for the free product. I absolutely love this matte powder foundation. I have oily skin and when I use this powder foundation my skin stays matte all day. I also have never found a powder foundation before that I could use alone by itself without using a liquid foundation first then applying the powder on top. This one I don't use any liquid foundation underneath and it covers my imperfections great like my dark spots. It is definitely my new go to powder foundation. Read more,,for very light cool skin with a subtle peach thank you bare minerals for the free product i absolutely love this matte powder foundation i have oily skin and when i use this powder foundation my skin stays matte all day i also have never found a powder foundation before that i could use alone by itself without using a liquid foundation first then applying the powder on top this one i don t use any liquid foundation underneath and it covers my imperfections great like my dark spots it is definitely my new go to powder foundation read more
Lancome Teint Idole Ultra Wear Foundation,,No,12 d ago,,,,,,,"Q: Is it noncomedogenic? Asked 13 Feb 2026 by GatsbyGal23 A: Yes it is, according to an online checker Answered 12 d ago by Lusinee",12.0,q is it noncomedogenic asked feb by gatsbygal a yes it is according to an online checker answered d ago by lusinee
Lancome Teint Idole Ultra Wear Foundation,,No,12 d ago,,,,,,,"A: Yes it is, according to an online checker Answered 12 d ago by Lusinee",12.0,a yes it is according to an online checker answered d ago by lusinee
Lancome Teint Idole Ultra Wear Foundation,,No,12 d ago,,,,,,,"Yes it is, according to an online checker Answered 12 d ago by Lusinee",12.0,yes it is according to an online checker answered d ago by lusinee
Lancome Teint Idole Ultra Wear Foundation,,No,,,,,,,,"for fair skin with neutral/pinky undertones This foundation has been my holy grail for over 10 years. The shade was perfect for my often hard to match skin and it offered beautiful coverage that lasted all day while still looking natural. Then they reformulated. I've been living on my old supplies which finally ran out, so I decided to finally give the new version a try - it doesn't resemble the old version in the slightest! I ordered the exact same shade as before and it's way too orange on my pale skin. It's also too runny and feels greasy. I had heard bad things about the reformulation but thought after 3 years they would sorted it out. Very sad to find out they haven't. Read more",,for fair skin with neutral pinky undertones this foundation has been my holy grail for over years the shade was perfect for my often hard to match skin and it offered beautiful coverage that lasted all day while still looking natural then they reformulated i ve been living on my old supplies which finally ran out so i decided to finally give the new version a try it doesn t resemble the old version in the slightest i ordered the exact same shade as before and it s way too orange on my pale skin it s also too runny and feels greasy i had heard bad things about the reformulation but thought after years they would sorted it out very sad to find out they haven t read more
Lancome Teint Idole Ultra Wear Foundation,,No,,,,,,,,"For medium skin with neutral/peachy undertones I’ve been using the shade 305N and I’m really impressed with this foundation. The coverage is medium to full but still looks very natural on the skin. It does a great job covering redness and uneven tone without looking heavy or cakey. What I love most is the longevity. It lasts all day on me with very minimal touch-ups, even on busy days. It also doesn’t separate or settle into lines the way some long-wear foundations do. The shade 305N is a great neutral tone and blends really well with my skin. The formula is lightweight, easy to blend (I’ve used both a brush and sponge), and it gives a soft matte finish that still looks skin-like. Overall, this has become one of my favorite long-wear foundations and I would definitely repurchase. Read more",,for medium skin with neutral peachy undertones i ve been using the shade n and i m really impressed with this foundation the coverage is medium to full but still looks very natural on the skin it does a great job covering redness and uneven tone without looking heavy or cakey what i love most is the longevity it lasts all day on me with very minimal touch ups even on busy days it also doesn t separate or settle into lines the way some long wear foundations do the shade n is a great neutral tone and blends really well with my skin the formula is lightweight easy to blend i ve used both a brush and sponge and it gives a soft matte finish that still looks skin like overall this has become one of my favorite long wear foundations and i would definitely repurchase read more
Lancome Teint Idole Ultra Wear Foundation,,No,,,,,,,,"For medium skin with neutral/peachy undertones Sorry yall but this is IT. It stays on it has buildable coverage, lots of shades and it has a beautiful slight after glow does not sink into pours makes your skin looks smooth. I have tried every foundation under the sun. This is by far the best.",,for medium skin with neutral peachy undertones sorry yall but this is it it stays on it has buildable coverage lots of shades and it has a beautiful slight after glow does not sink into pours makes your skin looks smooth i have tried every foundation under the sun this is by far the best
Lancome Teint Idole Ultra Wear Foundation,1.0,No,2 d ago,,,,Combination,Light Medium,Brown,"For light to medium skin with warm/peachy undertones Terrible. No coverage at all even after layering the product. Has an oily consistency. Unfortunately, would not recommend.",2.0,for light to medium skin with warm peachy undertones terrible no coverage at all even after layering the product has an oily consistency unfortunately would not recommend
Lancome Teint Idole Ultra Wear Foundation,5.0,Yes,7 d ago,,,,Combination,Light,Hazel,For fair skin with neutral/peachy undertones Probably the best foundation I have ever used. I keep coming back to it after trying something else . It’s a classic .,7.0,for fair skin with neutral peachy undertones probably the best foundation i have ever used i keep coming back to it after trying something else it s a classic
Lancome Teint Idole Ultra Wear Foundation,5.0,No,8 d ago,,,,Dry,,,"for fair skin with neutral/peachy undertones I have used this product for years, it’s my favorite foundation. The only con is that they haven’t replenished my shade and I’m almost out 🥲. Vaseline as my primer and then this foundation have been amazing. I have more dry skin and very sensitive",8.0,for fair skin with neutral peachy undertones i have used this product for years it s my favorite foundation the only con is that they haven t replenished my shade and i m almost out vaseline as my primer and then this foundation have been amazing i have more dry skin and very sensitive
Lancome Teint Idole Ultra Wear Foundation,5.0,Yes,,,,,,,,"For light skin with cool/pinky undertones i’ve purchased this foundation 2x, i love the way it sits on my skin. it looks great with CT flawless pressed powder. warning though, it oxidizes like crazy. so be careful when choosing the shade",,for light skin with cool pinky undertones i ve purchased this foundation x i love the way it sits on my skin it looks great with ct flawless pressed powder warning though it oxidizes like crazy so be careful when choosing the shade
Lancome Teint Idole Ultra Wear Foundation,3.0,Yes,,,,,,,,For light skin with cool/pinky undertones This product applies so nicely and feels very lightweight however it dries down very dark! I found it to turn very orange on me within the first 5 minutes of application.,,for light skin with cool pinky undertones this product applies so nicely and feels very lightweight however it dries down very dark i found it to turn very orange on me within the first minutes of application
Lancome Teint Idole Ultra Wear Foundation,5.0,No,,,,,Combination,Tan,Brown,"for medium-deep olive skin with warm/golden undertones I was pleasantly surprised by the coverage, long-lasting effect, and how glowing my skin looked! usually i don’t like the feeling of foundation, but this felt lightweight and smooth.",,for medium deep olive skin with warm golden undertones i was pleasantly surprised by the coverage long lasting effect and how glowing my skin looked usually i don t like the feeling of foundation but this felt lightweight and smooth
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,,No,,,,,,,,"deep, neutral undertone I’m absolutely obsessed with this press powder I use it every day",,deep neutral undertone i m absolutely obsessed with this press powder i use it every day
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,,No,,,,,,,,"deep, neutral undertone After using this product for a few weeks I am loving the results. Easy to use and apply. taProvide full coverage and eliminates that oily shine.",,deep neutral undertone after using this product for a few weeks i am loving the results easy to use and apply taprovide full coverage and eliminates that oily shine
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,5.0,Yes,6 d ago,,,,,,,"medium, yellow undertone Doesn’t leave my skin dry or caky . True match to my skin.",6.0,medium yellow undertone doesn t leave my skin dry or caky true match to my skin
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,5.0,Yes,13 d ago,,,,Combination,Light,Brown,"light, neutral undertone I love the coverage and feeling like I am not wearing makeup at all! Living in a warmer climate, this powder foundation has been the one that I have gone back to time after time. I am not happy with the re-naming and numbering of the colors and over the years as each time I have to figure out which new color/number I am but considering the quality of this makeup made in Italy and the price, which has stayed reasonable over the years, I will happily continue to purchase this makeup! Read more",13.0,light neutral undertone i love the coverage and feeling like i am not wearing makeup at all living in a warmer climate this powder foundation has been the one that i have gone back to time after time i am not happy with the re naming and numbering of the colors and over the years as each time i have to figure out which new color number i am but considering the quality of this makeup made in italy and the price which has stayed reasonable over the years i will happily continue to purchase this makeup read more
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,5.0,Yes,18 d ago,,,,Oily,Light Medium,Hazel,"light, yellow undertone Good lightweight full coverage and doesn't lose too much in ""dust""",18.0,light yellow undertone good lightweight full coverage and doesn t lose too much in dust
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,4.0,Yes,18 d ago,,,,,,,"medium, pink undertone Loving the shade and fee of the powder so far. I dislike the actual container it’s in. I feel like the powder goes everywhere when I use a brush to get the powder. If the actual container was designed so it traps the powder I’d feel like I’m not wasting so much. it traps the powder the I feel like",18.0,medium pink undertone loving the shade and fee of the powder so far i dislike the actual container it s in i feel like the powder goes everywhere when i use a brush to get the powder if the actual container was designed so it traps the powder i d feel like i m not wasting so much it traps the powder the i feel like
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,1.0,Yes,,,,,Oily,Light,Blue,"medium, neutral undertone the new formula is terrible. by the end of the day my face is super shiny, oily and looks almost orange from oxidization. this used to be one of my fav products, but this new formula is garbage",,medium neutral undertone the new formula is terrible by the end of the day my face is super shiny oily and looks almost orange from oxidization this used to be one of my fav products but this new formula is garbage
SEPHORA  COLLECTION Best Skin Ever Matter Powder Foundation,1.0,Yes,,,,,Combination,Light,,"medium, yellow undertone It is a heavier powder than I am used to from other brands. The real issue is the shade selector. I put in the shade I use from Mac and it recommended a shade that was completely off. I can't use the product at all as it makes me look orange.",,medium yellow undertone it is a heavier powder than i am used to from other brands the real issue is the shade selector i put in the shade i use from mac and it recommended a shade that was completely off i can t use the product at all as it makes me look orange
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,,,,light with neutral undertones Found my replacement for Armani Luminous Silk Foundation! Armani reformulated their product (was a loyal customer) and the new formula screwed up their shades and it pills when applying — and my skin prep has not changed. I’ve officially broke up with Armani and am loving Patrick ATA’s foundation. The color is great- it’s compatible with the old Armani shade I used which was 4.75. 6 Neutral is a bit more cool leaning and it works for me. Blends beautifully and sets wonderfully. Read more,,light with neutral undertones found my replacement for armani luminous silk foundation armani reformulated their product was a loyal customer and the new formula screwed up their shades and it pills when applying and my skin prep has not changed i ve officially broke up with armani and am loving patrick ata s foundation the color is great it s compatible with the old armani shade i used which was neutral is a bit more cool leaning and it works for me blends beautifully and sets wonderfully read more
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,,,,"medium with golden undertones Hands down my favorite foundation maybe ever. Have also been a fan of Ciele’s spf skin tint, which is heavier than PT’s. And have also loooved the Dior stick foundation, which is a bit drier (but still fantastic). This one by PT covers just enough, while letting some skin show through (I prefer light to medium coverage), and is perfect for dry/mature skin. I love it so much. Read more",,medium with golden undertones hands down my favorite foundation maybe ever have also been a fan of ciele s spf skin tint which is heavier than pt s and have also loooved the dior stick foundation which is a bit drier but still fantastic this one by pt covers just enough while letting some skin show through i prefer light to medium coverage and is perfect for dry mature skin i love it so much read more
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,Oily,,,"fair with golden undertones Best foundation I’ve ever used!!! I have normal to oily skin and this is just like magic! Big pores covered without a single trace, no cakey face, cracked skin, smooths out perfectly, and coverall is just fenomenal. Natural but without making it look too much",,fair with golden undertones best foundation i ve ever used i have normal to oily skin and this is just like magic big pores covered without a single trace no cakey face cracked skin smooths out perfectly and coverall is just fenomenal natural but without making it look too much
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,Dry,,,"light with golden undertones Specially fantastic for very dry skin, works amazing",,light with golden undertones specially fantastic for very dry skin works amazing
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,,,,"fair with rosy neutral undertones I’m pale neutral-cool with rosy influence and not only have I never found a foundation that perfectly fits my shade, but I’ve also never been able to get a foundation that doesn’t separate or move around on my skin. Ive found that Patrick Ta’s foundation in the shade 3 rosy neutral is literally the only shade and formula that works for me, combined with rhode glazing milk and set before, tapped out with a beauty blender drenched in, and set after in Danessa Myricks mattifying setting spray. No separation, I’m able to blend creams on top of it without it smudging away, no moving around on my skin, and my skin looks hydrated and glowy!!! Seriously a game changer. I thought I’d have to forgo foundation forever. Read more",,fair with rosy neutral undertones i m pale neutral cool with rosy influence and not only have i never found a foundation that perfectly fits my shade but i ve also never been able to get a foundation that doesn t separate or move around on my skin ive found that patrick ta s foundation in the shade rosy neutral is literally the only shade and formula that works for me combined with rhode glazing milk and set before tapped out with a beauty blender drenched in and set after in danessa myricks mattifying setting spray no separation i m able to blend creams on top of it without it smudging away no moving around on my skin and my skin looks hydrated and glowy seriously a game changer i thought i d have to forgo foundation forever read more
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,,No,,,,,Dry,,,"light with golden undertones Good color selection but would not purchase again. Product sits on the skin, drying, shows texture on skin and it also aged me. I have dry skin and prep well before applying foundation. This foundation is very runny and not luminous. very runnybved",,light with golden undertones good color selection but would not purchase again product sits on the skin drying shows texture on skin and it also aged me i have dry skin and prep well before applying foundation this foundation is very runny and not luminous very runnybved
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,5.0,No,2 d ago,,,,,,,medium with golden undertones My go to foundation. This one is real gem very much hydrationg . No heavy foundation look after with full coverage. I am on second bottle now not using any other foundation after this.,2.0,medium with golden undertones my go to foundation this one is real gem very much hydrationg no heavy foundation look after with full coverage i am on second bottle now not using any other foundation after this
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,2.0,Yes,3 d ago,,,,,,,dark with neutral undertones Did not like made my skin super oily and the shade was just brown no dimension.,3.0,dark with neutral undertones did not like made my skin super oily and the shade was just brown no dimension
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,5.0,Yes,6 d ago,,,,,,,"medium with golden undertones After using it for two weeks, I LOVE it!!! It feels so easy to blend and has good coverage like 9/10.",6.0,medium with golden undertones after using it for two weeks i love it it feels so easy to blend and has good coverage like
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,1.0,No,6 d ago,,,,Dry,Fair,Brown,fair with golden undertones I didn’t like how this foundation made my eyes tear up and bothered my skin. It is also not very forgiving on dry patches. It’s extremely radiant and I used powder to balance.,6.0,fair with golden undertones i didn t like how this foundation made my eyes tear up and bothered my skin it is also not very forgiving on dry patches it s extremely radiant and i used powder to balance
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,2.0,No,13 d ago,,,,Normal,Fair,Blue,light with golden undertones Wet and thick. Flat wet cakey. Sits on the skin and doesn’t blend in. Super unnatural. Aged me and highlighted every winkle 5-fold. Then transferred off with the slightest touch. Flashbacks to 80s Cover Girl.,13.0,light with golden undertones wet and thick flat wet cakey sits on the skin and doesn t blend in super unnatural aged me and highlighted every winkle fold then transferred off with the slightest touch flashbacks to s cover girl
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation ,1.0,No,13 d ago,,,,Sensitive,Light,Brown,"fair with rosy undertones I am allergic to sulfates, and this product contains magnesium sulfate and it is not listed in the ingredients on the box. When I used it, I got chemical burns on my cheeks. I will be taking this back for a full refund. This is ridiculous. You should list allergens on your box. That's irresponsible and can lead to a lawsuit!",13.0,fair with rosy undertones i am allergic to sulfates and this product contains magnesium sulfate and it is not listed in the ingredients on the box when i used it i got chemical burns on my cheeks i will be taking this back for a full refund this is ridiculous you should list allergens on your box that s irresponsible and can lead to a lawsuit
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,very fair skin tones with neutral undertones cant use this at all because it is SO dry. it ages my face by like 10 years. ill stick with ghe loreal pressed powder.,,very fair skin tones with neutral undertones cant use this at all because it is so dry it ages my face by like years ill stick with ghe loreal pressed powder
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,fair skin tones with neutral undertones The original formula I repurchased 10 times at least and this new formula is horrible and they don’t have the same shades as before so regardless of what shade I wear it looks bad. Stop reformulating!!!!,,fair skin tones with neutral undertones the original formula i repurchased times at least and this new formula is horrible and they don t have the same shades as before so regardless of what shade i wear it looks bad stop reformulating
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,"fair skin tones with neutral undertones I went in for Bareminerals foundation but they said they don’t sell it anymore so they matched me with this foundation. While, I like BM more because it melts into the skin better, this was really great at staying matte and had good coverage. longer",,fair skin tones with neutral undertones i went in for bareminerals foundation but they said they don t sell it anymore so they matched me with this foundation while i like bm more because it melts into the skin better this was really great at staying matte and had good coverage longer
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,fair to light skin tones with rosy undertones This product did not work well for me at all. Maybe I am using it wrong. I tried with and without primer or setting spray. I feel like I had an orange peel look or it made me super dry. I have mature skin that is not dry or oily normally,,fair to light skin tones with rosy undertones this product did not work well for me at all maybe i am using it wrong i tried with and without primer or setting spray i feel like i had an orange peel look or it made me super dry i have mature skin that is not dry or oily normally
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,"fair skin tones with rosy undertones Wanted a powder foundation for lazy mornings, something quick and easy that looks good. With proper skincare prep with my 50yr old face it looks good and holds up. I like it!",,fair skin tones with rosy undertones wanted a powder foundation for lazy mornings something quick and easy that looks good with proper skincare prep with my yr old face it looks good and holds up i like it
MAKEUP FOR EVER HD Skin Matte Velvet,,No,,,,,,,,"fair skin tones with rosy undertones Coverage is quite buildable, especially for a powder foundation. Feels a little dry on the skin. The shade range isn’t great and definitely needs to be expanded on both ends of the spectrum. I chose the lightest cool toned shade, and it I look like I have bronzer all over m face, and I’m not super pale",,fair skin tones with rosy undertones coverage is quite buildable especially for a powder foundation feels a little dry on the skin the shade range isn t great and definitely needs to be expanded on both ends of the spectrum i chose the lightest cool toned shade and it i look like i have bronzer all over m face and i m not super pale
MAKEUP FOR EVER HD Skin Matte Velvet,5.0,Yes,7 d ago,,,,,,,fair to light skin tones with neutral undertones I have a very oily t-zone and large pores. This powder foundation keeps me matte and helps to make my pores less noticeable. Very happy with this foundation!,7.0,fair to light skin tones with neutral undertones i have a very oily t zone and large pores this powder foundation keeps me matte and helps to make my pores less noticeable very happy with this foundation
MAKEUP FOR EVER HD Skin Matte Velvet,1.0,Yes,8 d ago,,,,Combination,Medium,Gray,fair to light skin tones with yellow undertones No where does it say this is a waterproof formula. It's horrible. Does not blend. Doesn't look natural.,8.0,fair to light skin tones with yellow undertones no where does it say this is a waterproof formula it s horrible does not blend doesn t look natural
MAKEUP FOR EVER HD Skin Matte Velvet,4.0,No,14 d ago,,,,,,,"fair to light skin tones with neutral undertones really nice for the final step of spot concealing spots, can last surprising well if a long lasting primer is used",14.0,fair to light skin tones with neutral undertones really nice for the final step of spot concealing spots can last surprising well if a long lasting primer is used
MAKEUP FOR EVER HD Skin Matte Velvet,5.0,Yes,15 d ago,,,,Oily,,,fair skin tones with rosy undertones It’s worth the price. Works very well with my oily skin.,15.0,fair skin tones with rosy undertones it s worth the price works very well with my oily skin
MAKEUP FOR EVER HD Skin Matte Velvet,1.0,No,27 d ago,,,,Dry,Light,Green,"very fair skin tones with neutral undertones I wanted a powder foundation for days I work from home to speed up my routine, and unfortunately I have to keep looking. I’ve tried this in the past and it was good, but the new formula manages to be cakey, dry, and oily at the same time. It makes my skin look dull. It’s difficult to apply evenly and looks so bad after two hours I end up taking my makeup off and applying my usual liquid foundation. Try to get a sample of this and wear it for a day before purchasing. Read more",27.0,very fair skin tones with neutral undertones i wanted a powder foundation for days i work from home to speed up my routine and unfortunately i have to keep looking i ve tried this in the past and it was good but the new formula manages to be cakey dry and oily at the same time it makes my skin look dull it s difficult to apply evenly and looks so bad after two hours i end up taking my makeup off and applying my usual liquid foundation try to get a sample of this and wear it for a day before purchasing read more
MAKEUP FOR EVER HD Skin Matte Velvet,5.0,No,,,,,Combination,Light,Brown,"light skin tones with neutral undertones Still one of my favorites. Been using it for years. The color match and the coverage are just sooooo good and I find powder foundation like this, easier to work with. I love it",,light skin tones with neutral undertones still one of my favorites been using it for years the color match and the coverage are just sooooo good and i find powder foundation like this easier to work with i love it
TURN UP THE BASE Full Beat Liquid Foundation ,1.0,Yes,3 d ago,,,,Dry,Light,Blue,Verified Purchase 3 d ago Patchy and poor packaging: once it gets half full you have to open it up and use something to scrape it out. You shouldn’t bother as this will be patchy and show every ounce of texture on your skin anyway,3.0,verified purchase d ago patchy and poor packaging once it gets half full you have to open it up and use something to scrape it out you shouldn t bother as this will be patchy and show every ounce of texture on your skin anyway
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,Patchy and poor packaging: once it gets half full you have to open it up and use something to scrape it out. You shouldn’t bother as this will be patchy and show every ounce of texture on your skin anyway,,patchy and poor packaging once it gets half full you have to open it up and use something to scrape it out you shouldn t bother as this will be patchy and show every ounce of texture on your skin anyway
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,"medium, rosy undertones I was very excited to try this out and found it on sale but upon using the product it would not come out of the pump. I opened the cap and realized the foundation is very very old and thick. I tried to mix it but it’s too far gone and not worth the headache when there are other brands without issues. Would not buy again nor recommend. Slightly out of the return window so Sephora denied me any help. 👎 Read more",,medium rosy undertones i was very excited to try this out and found it on sale but upon using the product it would not come out of the pump i opened the cap and realized the foundation is very very old and thick i tried to mix it but it s too far gone and not worth the headache when there are other brands without issues would not buy again nor recommend slightly out of the return window so sephora denied me any help read more
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,"medium, rosy undertones I really wanted to love this foundation, but it ended up being one of the worst I’ve ever tried. I gave it multiple chances and even adjusted my prep and setting routines to make it work, but nothing helped. It applies very patchy, settles unevenly, and cracks badly throughout the day. No matter what I did, it just never sat right on my skin. It honestly looks and feels like a low-quality product, which is disappointing. I ended up going back to my usual foundation because this just wasn’t wearable. It’s frustrating because I basically wasted my money on a full bottle that I won’t be using. Definitely not worth it for me, and I’ll be looking into getting a refund. Read more",,medium rosy undertones i really wanted to love this foundation but it ended up being one of the worst i ve ever tried i gave it multiple chances and even adjusted my prep and setting routines to make it work but nothing helped it applies very patchy settles unevenly and cracks badly throughout the day no matter what i did it just never sat right on my skin it honestly looks and feels like a low quality product which is disappointing i ended up going back to my usual foundation because this just wasn t wearable it s frustrating because i basically wasted my money on a full bottle that i won t be using definitely not worth it for me and i ll be looking into getting a refund read more
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,"medium dark, rosy undertones First time buying this foundation and I was able to chose my correct color by myself. The guide really helped ! love this product! it's not orange. Looks so good on the skin and it blends so easily! If you are looking for a foundation that is not cakey this is the one!",,medium dark rosy undertones first time buying this foundation and i was able to chose my correct color by myself the guide really helped love this product it s not orange looks so good on the skin and it blends so easily if you are looking for a foundation that is not cakey this is the one
TURN UP THE BASE Full Beat Liquid Foundation ,2.0,Yes,14 d ago,,,,Normal,Light,Green,Verified Purchase 14 d ago The product is good coverage just cakey. Also my pumper came broken so to use it I have to scrape it out.,14.0,verified purchase d ago the product is good coverage just cakey also my pumper came broken so to use it i have to scrape it out
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,The product is good coverage just cakey. Also my pumper came broken so to use it I have to scrape it out.,,the product is good coverage just cakey also my pumper came broken so to use it i have to scrape it out
TURN UP THE BASE Full Beat Liquid Foundation ,5.0,No,17 d ago,,,,Combination,Fair,Brown,17 d ago Recommended Must have foundation Didn’t have the color option in the menu above. I absolutely love this foundation! I had been trying to find a full coverage matte foundation for a while since now that I’m 42 the dewy look isn’t looking so great on my skin.,17.0,d ago recommended must have foundation didn t have the color option in the menu above i absolutely love this foundation i had been trying to find a full coverage matte foundation for a while since now that i m the dewy look isn t looking so great on my skin
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,Must have foundation Didn’t have the color option in the menu above. I absolutely love this foundation! I had been trying to find a full coverage matte foundation for a while since now that I’m 42 the dewy look isn’t looking so great on my skin.,,must have foundation didn t have the color option in the menu above i absolutely love this foundation i had been trying to find a full coverage matte foundation for a while since now that i m the dewy look isn t looking so great on my skin
TURN UP THE BASE Full Beat Liquid Foundation ,,No,25 d ago,,,,Dry,,,Q: is this foundation good for dry to normal skin? Asked 5 Feb 2026 A: I have normal to dry skin & I love this product! Answered 25 d ago by Kales001 1 more answers﻿,25.0,q is this foundation good for dry to normal skin asked feb a i have normal to dry skin i love this product answered d ago by kales more answers
TURN UP THE BASE Full Beat Liquid Foundation ,,No,25 d ago,,,,Dry,,,A: I have normal to dry skin & I love this product! Answered 25 d ago by Kales001 1 more answers﻿,25.0,a i have normal to dry skin i love this product answered d ago by kales more answers
TURN UP THE BASE Full Beat Liquid Foundation ,,No,25 d ago,,,,Dry,,,I have normal to dry skin & I love this product! Answered 25 d ago by Kales001 1 more answers﻿,25.0,i have normal to dry skin i love this product answered d ago by kales more answers
TURN UP THE BASE Full Beat Liquid Foundation ,5.0,No,12 h ago,,,,Combination,Fair,Brown,"medium, neutral rosy undertones Didn’t have the color option in the menu above. I absolutely love this foundation! I had been trying to find a full coverage matte foundation for a while since now that I’m 42 the dewy look isn’t looking so great on my skin.",0.5,medium neutral rosy undertones didn t have the color option in the menu above i absolutely love this foundation i had been trying to find a full coverage matte foundation for a while since now that i m the dewy look isn t looking so great on my skin
TURN UP THE BASE Full Beat Liquid Foundation ,2.0,Yes,10 d ago,,,,Combination,Fair,Blue,Verified Purchase 10 d ago Recommended Love but has flaws Great coverage! But the pump didn’t work so you have to fill unscrew the lid to even use the product and it gets very messy!,10.0,verified purchase d ago recommended love but has flaws great coverage but the pump didn t work so you have to fill unscrew the lid to even use the product and it gets very messy
